,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
63632,1346916026638688256,rep elissa slotkin dmi on the protrump violence at the us capitol we all heard the president today we all heard the people speaking at the rally it was incitement,president,852767135705161728,6099,60431,0,99,,2021-01-06
63644,1346916026181627904,trump earlier tweeted its gonna be a wild one is this what you wanted we have reached a new low the president of the united states encouraged his supporters to attack our country,president,2861750577,3574,273257,0,3,,2021-01-06
63650,1346916025888092165,thank you attempted coup by president trump and his supporters so important to report the truth,president,1289586277,2969,21276,3,1,,2021-01-06
63701,1346916024239714304,now yall got these fucking entitled trump supporters in the fucking capitol building amp yall fucking weak ass president dont want to do nothing,president,1452176238,921,25289,0,1,,2021-01-06
63704,1346916024206192648,ari supports the presidents sedition traitortrump and putinspuppets,president,19830107,316,19201,0,0,,2021-01-06
63716,1346916023824510977,i came back home and saw the news and i am just absolutely disgusted the system needs reformed if trump is still president by the end of the day then i will be absolutely pissed he needs kicked out of office literally right fucking now,president,1141858206181941248,112,11947,1,0,,2021-01-06
63722,1346916023648145409,president trump do something say something you cannot remain silent and still after the violence today on capitol hill,president,1226373438010322945,74,121,0,0,NV,2021-01-06
63724,1346916023593742340,house speaker nancy pelosi has requested intervention from the national guard as protesters flood the capitol building president trump offered tepid condemnation of the breakin in a tweet asking his reporters to stay peaceful,president,598597899,693,4165,0,77,,2021-01-06
63732,1346916023333761029,attempted coup by president trump and his supporters jake tapper op cnn,president,17142198,1066,8276,2,0,,2021-01-06
63734,1346916023321038852,the capitol was well armed during blm protests because trump ordered it to happen why arent they well armed now because he wants this to happpen the national guard cant come down because there are policies now aka the president hasnt ordered it yet clearly fuck this,president,1146091733874176001,52,1280,2,0,CA,2021-01-06
63777,1346916021731553289,democracy would be better served if trump were to create his own party he wouldnt become president but could take seats,president,845290703920005120,630,21694,0,0,,2021-01-06
63779,1346916021588815872,a few things 1 the normalization of political violence and radicalism has fostered an environment that allowed todays events in the us to take place 2 president trump and his enablers denial of the election result was the catalyst for this particular avoidable nightmare,president,827773118,208,1900,0,4,,2021-01-06
63791,1346916021140119559,good grief 1trump was assisted with disinformation campaign and didnt win the popular vote 2 even with that most people did accept the outcome and waited for him to be president for all 3 from his american carnage inaugural speech through to todays chaos hes failed,president,16468815,2982,105453,0,17,VA,2021-01-06
63803,1346916020766691329,i never thought id be so upset about this but protestors in the chamber on capital hill makes me unreasonably upset havesomerespect i said it 4 years ago what will this country become with trump as president will we be able to recognize ourselves notevenpresidential,president,1033126366537895936,216,355,1,0,CA,2021-01-06
63829,1346916020049518593,on twitter its very hard to come to my account ive had many people say i cant get on your twitter president trump says which is not true and also doesnt make sense,president,936817381275451392,77,55110,0,121,,2021-01-06
63851,1346916019248525315,the senate has suspended debate because protrump mobs stormed the capitol building on orders from the president,president,48205970,3905,205047,0,208,,2021-01-06
63857,1346916019063975938,make trump president but it wont the whole thing is ridiculous,president,258957705,5301,47678,0,0,KY,2021-01-06
63881,1346916018300575750,cannot believe whats happening now in the capitol bldg this is the result of trumps inciting a riot and he should be charged with sedition and thrown in jail this piece of shit will still be our president for the next couple of weeks unrealarresttrump,president,801914065421553665,14,595,0,0,FL,2021-01-06
63920,1346916017017155591,so youre saying they want to elect trump president of california what are you high on,president,1164126743961198592,12,1217,0,0,,2021-01-06
63976,1346916015104548864,trump may have just put out a tweet saying no violence etc but he is inciting violence so unbecoming of a president,president,141012966,4,2257,0,0,,2021-01-06
64000,1346916014416605186,finally we the people are standing up for ourselves we have been beaten down by maggot democrats for more than four years they attacked our president destroyed our heritage and history disrupted our lives and festered our country hear us now enjoy the movie viva la trump,president,1319716747289776128,2,230,0,0,,2021-01-06
64014,1346916014039117832,updated protesters supporting president donald trump were seen inside the senate chamber after storming the us capitol one got up on the dais and yelled trump won that election,president,14708814,164929,138565,3,1,CT,2021-01-06
64031,1346916013493915651,i always dismissed trumps insane election conspiracy theories as a kabuki dance for political positioning but the capitol hill riot today shows that the presidents words have meaning trumps insanity cost gop control of the senate both literally and figuratively he has to go,president,921460356,12750,367805,0,13,DE,2021-01-06
64046,1346916013124816898,senate majority leader mitch mcconnell delivered a forceful rebuke of president trumps baseless claims of widespread election fraud warning republicans of the damage their efforts to try to overturn joe bidens election could do to democracy,president,1005675566,2453,389018,0,93,IL,2021-01-06
64048,1346916013057650694,i was joking with a patient today whos also a politician that america doesnt deserve donald trump can you imagine him as a president in africa,president,268341864,493,13027,0,0,,2021-01-06
64053,1346916012957065216,please mr president i have to talk to you on twitter to try and get you to restore order re rubio et al trying to get trump to control the current chaos when you ignored the signs what did you think was going to happen,president,90679406,1273,7081,1,0,MO,2021-01-06
64093,1346916011874734080,donald trump is a traitor to his country and needs to be relieved as president immediately kidvicious,president,1934787661,44612,230692,0,1117,CA,2021-01-06
64118,1346916010889277440,as for the electoral college vote shut it down and name president trumps reign of terror is over,president,14957835,7191,10425,1,0,,2021-01-06
64123,1346916010671153163,finally an npr reporter who was there 2 decades of experience has seen thousands of protests never like this sue davis speaker pelosi has also requested national guard trump fomenting violence but outcome not in doubt biden will be president harris will be vice pres,president,912975337,1432,198771,2,1,,2021-01-06
64127,1346916010553651201,you are responsible for this president trump history will never forget the damage caused today and your role in it a big shame this is no democracy any more this is a banana republic,president,3657195981,200,1032,0,0,,2021-01-06
64138,1346916010100604929,cnn an armed insurrection of an attempted coup by president trump,president,15671638,373,86704,0,0,OR,2021-01-06
64166,1346916009177919493,law and order total bullshit from a fake president can the authorities please arrest diaperdon and throw his ass in jail for this disgraceful magat terrorist gathering trump owns this,president,1138506871231397888,133,4833,0,0,,2021-01-06
64173,1346916008938844164,watch trumps legacy shame on you mr president,president,1148916458983964673,757,1681,223,55,,2021-01-06
64205,1346916008087326720,president trump in oval office dining room watching protests on tv nyt,president,3867458660,1200,105733,0,43,,2021-01-06
64213,1346916007907045380,if trump really wanted to he could stop it with just a few words i concede joe biden is presidentelect stand down and go home its over,president,1682597274,324,10186,0,13,,2021-01-06
64231,1346916007013658624,at the direction of president trump hundreds of conservative terrorists are attacking the capitol building with guns amp bombs maga magaiscancelled,president,2529791151,295,3610,0,14,,2021-01-06
64261,1346916006028042240,if we i dont think other countries are watching this happen right now if we dont think chinese communist party is sitting back and laughing then we are diluting ourselves so call it off mr president rep mike gallagher conservative republican trump supporter,president,222139848,9380,17770,0,0,MA,2021-01-06
64269,1346916005797249027,maskwearing loser stalking president trump whose words are completely insignificant,president,1333976580155088896,773,2268,2,0,CA,2021-01-06
64285,1346916004761362433,president tweet trumped,president,1051108326078066693,1444,16764,0,0,,2021-01-06
64288,1346916004740403207,a coup inspired by racist hate and bigotry so detached from reality it beggars belief donald trumps legacy as president impeach him now impeachtrump,president,1910623999,409,14197,4,0,,2021-01-06
64310,1346916003943510017,i have lost almost everything during this pandemic to watch nothing but their lies praying and just hoping that you would come out on top in the end because i know only president donald trump has our interest at heart and only him hes the only one that cares about america,president,1346912875936428036,1,16,0,0,,2021-01-06
64321,1346916003557634050,happening now the us capitol locked down wednesday after protesters breached barricades amid violent clashes between president donald trumps supporters and capitol police,president,4158934840,234,1493,0,4,,2021-01-06
64382,1346916001384951808,i am sure attacking cops in the capitol are gonna end up well for them i foresee the entire government giving the reins over to trump a guy everybody likes and who has made zero enemies while being president,president,4552792337,557,77154,0,3,,2021-01-06
64394,1346916001087168518,breaking the us capitol building has been put in lockdown after furious supporters of president trump breached its barricades clashed with police and made it inside,president,22688198,411,34328,0,5,,2021-01-06
64398,1346916000978120708,you are as responsible for this as the president you have never even tried to stop this evil corrupt man in the white house take your balls out with the protesters amp tell them to stop all you trump lickers are disgraceful,president,735904232130392064,3,3539,0,0,,2021-01-06
64399,1346916000860667909,republicans own this this is a breech of constitutional process incited by the president seditiousgop trumpisacompletefailure resigntrump,president,23707857,1135,44266,0,0,USA,2021-01-06
64411,1346916000654979079,this is why trump was never my president,president,1323438575384326144,531,29352,0,13,,2021-01-06
64416,1346916000512397312,todays violence and lawlessness has to stop immediately to begin repairing the damage donald trump should acknowledge what he knows to be true he lost the 2020 election and joseph biden is the presidentelect,president,170940045,19,2297,0,652,,2021-01-06
64420,1346916000231469058,funny even your vice president has given in trump just give up youre done,president,31563615,1665,143470,0,0,,2021-01-06
64427,1346916000009216011,are you ok president trump we love you and appreciate you,president,55997823,5,16,0,0,,2021-01-06
64443,1346915999161999370,per the pool report president trumps motorcade just made it back to the white house despite him telling his supporters he was going to walk to the capitol with them,president,1090619516801990656,543,57273,0,1481,OK,2021-01-06
64458,1346915998880841728,today i am remembering all the people who called my crazy for saying this is how it would end if trump became president turns out im not crazy eh,president,1240329287514775558,113,7173,0,0,,2021-01-06
64472,1346915998499172354,trump supporters 4 years ago boohoo stop crying and saying hes not your president trump supporters today he cant be our president if we storm the capital and stop the count if it doesnt go our way,president,1081314066042281984,131,185,1,1,,2021-01-06
64492,1346915997903683593,breaking at least one person shot after supporters of us president donald trump storm capitol building reports,president,2250045585,710,118403,0,10,,2021-01-06
64504,1346915997610102793,trumty dumbty is once again failing to do his job as president by not calling for the national guard to pry the trumptards out of places they shouldnt be at the us capitol and by actually being guilty of inciting sedition,president,166263452,4,272,0,0,,2021-01-06
64519,1346915996972457985,happy happy new year to our dear president trump first lady and first family as well as all our fellow patriots god bless our nation and her loving people,president,1242486239330091014,22,2545,0,0,,2021-01-06
64527,1346915996590858250,ask joe tomorrow if he still thinks trump is a great president i want to hear him defend this,president,545692138,7,330,0,0,,2021-01-06
64532,1346915996439871497,pretty bad to see secret service barring a door with weapons drawn because the supporters of a failed president it makes me even more inspired that your son swore an oath to protect us from this david it is perilous times we live in because of trumps failure to america,president,233203046,659,11516,0,0,OH,2021-01-06
64537,1346915996343422978,these idiots are portraying why trumps dumb behind should not be president he has caused way too much chaos and havoc in america this is enough look at this totally unamerican bs trump is so happy that his cult followers are causing this havoc this is insurrection,president,2914369935,108,17317,0,0,,2021-01-06
64538,1346915996330692608,when will trump supporters get it through their tiny pea sized brains that he lost and they need to deal with it this country will be on to bigger and better things when president elect joe biden is inaugurated puuurrrr,president,1230712159597809664,41,1303,0,0,CA,2021-01-06
64551,1346915995982721025,republicans own this this is a breech of constitutional process incited by the president seditiousgop trumpisacompletefailure resigntrump or be impeached again,president,862826929732427777,6,306,0,1,,2021-01-06
64552,1346915995961741313,supporters of us president donald trump enter the us capitols rotunda on january 6 2021,president,18738555,2549,68344,0,0,FL,2021-01-06
64561,1346915995760267264,theyre smashing the windows of the capitol building finally jake tapper is calling this an armed insurrection and attempted coup by president trump they couldnt freaking say this weeks ago it might have helped,president,2963592559,69,9540,0,0,,2021-01-06
64562,1346915995756208130,fuck you and fuck your fraud president trump 2020,president,1195391118604750849,24,628,1,0,,2021-01-06
64565,1346915995680694281,for gods sake president trump stop this madness do something,president,379256415,13,156,0,0,,2021-01-06
64569,1346915995559067648,this is an absolute disgrace on a global scale pathetic to see so many grown adults acting out the tantrums of the narcissistic man baby that is president trump america you are so much better than this,president,731621995377491969,494,1799,14,1,,2021-01-06
64584,1346915995080908814,trumps dod flunkies at work keeping us safe the law and order president,president,712590698,3227,200315,0,0,,2021-01-06
64602,1346915994451656704,this is horrifying and hilarious that you are reaching out to the president on twitter like this trump doesnt care about you law enforcement or the country he never did you should know that by now,president,464185313,1101,41482,0,0,,2021-01-06
64637,1346915993474383872,every republican senator must stand up now and demand trumps resignation immediately this is an attempted coup by an outgoing president of the united states they must stand up now,president,976864044538843136,25,703,0,0,,2021-01-06
64671,1346915992249769985,welcome sudan i would like to congratulate president al burhan and pm hamdok on their historical signing of the abrahamaccords president trumps vision and the devotion of his team to promote the accords will strengthen peace amp stability in the middle east peace ,president,310553563,2534,555472,0,56,,2021-01-06
64672,1346915992245514249,why wont liberals support protestors trying to install donald trump as unelected president i can think of no reason at all except a secret antismall business agenda,president,31313928,581,41763,2,0,MA,2021-01-06
64703,1346915991301861377,i cant even believe trump was yall president,president,552270227,1610,107854,0,3,FL,2021-01-06
64721,1346915990609817602,sign president trump is destroying our republic and ill deliver a copy to your officials no 56 is from melissa to and ca22 capolitics capol,president,17696079,219,10096,0,2,TX,2021-01-06
64731,1346915990215524356,trump must accept that his inner circle his judges and vice president are judasses,president,130094318,29,2183,0,133,,2021-01-06
64739,1346915990064558081,republican congressman is on cnn right now begging donald trump call it off call it off mr presidentits over the election is over other countries around the world are watching this right now the chinese communist party is sitting back and laughing at us,president,943788254,12399,221261,0,25,,2021-01-06
64745,1346915989892571137,trump is no president president biden should take over the presidency as of now,president,470847932,2955,129905,1,0,,2021-01-06
64763,1346915989242454022,donald trump president baiden loser ,president,1315499788918550528,1,10,1,0,,2021-01-06
64967,1346800822936592384,as long as trump is roaming earth and not back guarding the gates of hell he will spread hate anger and chaos we live in a country now where truth does not matter to those who call themselves christian and up us down,spread,759384920028385285,355,40451,0,0,,2021-01-06
65101,1346800658620555275,yes the racism and exceptionalism has been disgusting see also the pointing and laughing at trumps coronavirus policies while rutte pursues the same ones to quiet admiration such as claiming that children cant spread the virus,spread,80650044,8258,12156,1,0,,2021-01-06
65550,1346800118482280450, its chaos in session gop refuses to seat a certified winner in a close case trumpism is spread like cancer on our democracy,spread,833616248,3282,56527,0,0,PA,2021-01-06
65702,1346799956187885570,taking the approach on this i see creating conspiracy theories and spread lies acting as if you care about the american people and our process as if that worked out well for trump is the party or sore whiney losers and the world knows it now,spread,1326675164709392385,2,180,0,0,,2021-01-06
65802,1346799825849708545,for every day trump and his conmen delay anything cause division and spread discord it makes america weaker to its enemies start waking up who do you think trump is helping,spread,1205228956892323840,299,3463,0,0,,2021-01-06
66247,1346799359791423490,totally agree with to comply with travelling only for essential purposes to beat the spread of the virus i cannot travel 45 miles to see my 87 year old dad then sure as hell donald trump should not visit scotland to golf,spread,90378363,149,105048,0,3,,2021-01-06
66542,1346799082988314624,please do not attend the rally in dc today if you arent a maga nutjob trumprally we won just stay home let them fight the police that they claim to support let them scream cry spread covid then go home sadly we can dance in the streets together on january 20th,spread,754050177598566400,271,4402,2,0,,2021-01-06
66840,1346798779656249346,the iraq war nonapology tour soon to be followed by the trump nonapology tour and finally next year at the current rate of virus spread vs vaccine rat the pandemic nonapology tour,spread,322970502,3110,21516,1,1,,2021-01-06
66862,1346798762149101571,uh huh trump failed spectacularly with covid mainly due to not even trying minimised risk and thus encouraged spread there is not even a fragment of evidence for election fraud did they rig the georgia run offs as well his overall behaviour has been utterly2,spread,1193854614157684739,32,2055,1,0,,2021-01-06
66867,1346798757338251265,when asked why republicans didnt win on tuesday one of your senior senate republican aides simply said donald j trump who continued to spread lies about a rigged election and asking people why would you even vote,spread,712685978,404,34400,0,0,NC,2021-01-06
67072,1346798523694673920,the lastditch protrump rallies in downtown dc began with a speaker encouraging people to spread covid19 really,spread,191964162,3468,381269,0,216,,2021-01-06
67830,1346797692949852160,trump continues to spread election lies and disinformation,spread,112044228,5523,310739,0,525,,2021-01-06
68264,1346797255660072962,deus the whole point flies right over your head it is not the intolerance of views it is the spread of lies and misinformation that is so dangerous trump is so deranged now he is coming up with conspiracies that no one has even heard of before listen to the call,spread,90427043,30,3304,1,0,,2021-01-06
68394,1346797068870946816,how can you spread lies and conspiracy theories when you dont have one thread of proof thats crazy talk and just parroting trump please enlighten yourself,spread,2957270352,78,4873,1,0,,2021-01-06
68671,1346796758802849792,my good friend has introduced me to twitter cant wait to spread the word that trump is still president,spread,1346795260333215747,2,7,1,0,,2021-01-06
68704,1346796733725085698,fox news is now egging on a war with iran playing into trumps hands of how he could stay in power spread their shame,spread,354300504,541,16682,4,0,NC,2021-01-06
68801,1346796638300471297,votes being certified by the state is utterly meaningless to trumpers his seditious vitriol has spread to the states as well here in il we have rs that are seizing the opportunity to do the same this is a coup happening everywhere,spread,1130649008035291143,69,1024,0,27,FL,2021-01-06
68804,1346796636673093635,this was so disappointing to watch as ive always admired your bipartisan commitment to the people of pennsylvania we all deserve better trumps spread of disinformation on election process amp results is unamerican we need you to be the real leader you are,spread,387892891,1186,3119,0,0,PA,2021-01-06
68836,1346796599826067456,trump may not have created covid but he has spread the disease of disrespect,spread,76435112,12,740,0,0,PA,2021-01-06
68949,1346796484109414401,as a christian i am tired of people attaching jesus to trump or any other candidate for that matter my salvation is not decided by one man but my belief in christ as my savior with that comes the love and gospel i spread within my sphere of influence,spread,376522515,788,964,12,0,OH,2021-01-06
69072,1346796353494638594, as a citizen of texas i will make it my mission to spread the word about you to get you out of office americans really dodged a bullet by not endorsing you for president trump is clueless but you know enough about politics to ruin us why cant you be like mitt,spread,1325829079933849602,357,2551,0,0,TX,2021-01-06
69166,1346796254689439745,uh i would hope the gop would care they kind of needed trump supporter votes yes he said no evidence of wide spread voter fraud meaning not enough evidence of fraud has turned up to overturn the election but some occurred how many arrests did he make,spread,733675812080095232,44,5870,0,0,,2021-01-06
69387,1346795962522546176, actions here are as disgusting and criminal as a white woman falsely accusing a black man of rape this is the world that donald trump has created this is how they lie to divide how they spread lies to low info voters to build hate they always use race,spread,3287978526,99,33809,0,859,MS,2021-01-06
69620,1346795686373826561,the violence predicted in dc today by trump supporters is real just watched footage of 90 unmasked magas marching shoulder to shoulder theyve already spread covid19 that will kill someones grandma dad cousin trumpprotest superspreaderevent,spread,403569922,49,2444,0,0,MA,2021-01-06
70101,1346795065994309632,thousands of radical islamic fundamentalists gathered in the capital city to bring down the emerging arab democracy after disputing the secular prowestern election victor demonstrators then spread disease amongst each other in holy ritual fealty to their leader aldintrumpf,spread,67321332,2183,175852,0,20,,2021-01-06
71179,1346851625089052672,if the pressure on vp pence is too much perhaps his office could just put out that he is positive for covid19 and must quarantine for the next 2 weeks that way he could spend the time packing up all his belongings and not have to see trump again,quarantine,4840230448,20,1072,0,0,,2021-01-06
71804,1346847529477009409,entire republican party should go into quarantine to recover from trump virus amp regain sanity,quarantine,1028354724888801280,115,9550,0,0,MA,2021-01-06
71898,1346847060557905920,winter coming covid spiking says 1 life is too many but he also isnt saying more of what to do besides openupamerica the cure cant be worse than the problem quarantine the high risk recommend vitamin d to all announce trumprally,quarantine,467062762,725,61988,0,3,,2021-01-06
72292,1346844514233835521,one of the things that you notice watching all manner of tv during quarantine is that sitcoms from like 1985 onward have a trump joke like once a season his superpower is ensuring his relevance he might just succumb to old age i suppose,quarantine,15793117,1443,37019,1,0,IL,2021-01-06
72654,1346842120666009601,please dont let those at the trump superspreader back into california wo a 14day quarantine theyre not distancing or wearing masks close the gates to california,quarantine,18958547,1128,36151,1,0,,2021-01-06
72992,1346839830571995136,another trump superspreader event wonder how many of them will needlessly contract covid19 then they will refuse to be tested or quarantine eventually end up in an icu of an already overstretched hospital all for what notworthdying choosetosurvive,quarantine,40767087,43,13811,1,0,NC,2021-01-06
73274,1346838014610337793,please set up testing and quarantine rules at the tolls and bridges for when these people return from the trump march noway this will end well no lockdown exists to stop what is being seeded now in dc incubates dont ignore it,quarantine,337918095,281,8139,5,0,,2021-01-06
73609,1346835646044844034,take a look at trumps fan club 90 arent wearing masks so if you know someone attending might want quarantine them whenif they return,quarantine,719235379,374,8489,0,0,TX,2021-01-06
74199,1346831884152492033,instead of each other states hotel quarantine how about we blame trump hillsong fake christian televangelists border force the simpthieving fraudulent lying autocratic selfish misoginistic sookilalacheatbrown noser hypocrite opposite speaking lnp scott morrison,quarantine,1216403178,254,16070,0,1,,2021-01-06
74582,1346828981736263686,nothing wrong with a good challenge in 2016 there were several that challenged trump id be more worried about gwenmoore showing up and giving everyone covid after breaking her cdc recommend quarantine,quarantine,1334268970879361025,41,1277,0,0,,2021-01-06
75228,1346824264180068352,and have them quarantine as needed we could have been like new zealand but basically the entire republican party within the federal government trump very much included basically just said its out of our hands and refused to do anything about it,quarantine,777985859832262657,21,1246,0,0,,2021-01-06
75852,1346819599363420166,come to chinatown come to times squareyeah trump said that at the beginning didnt shut down travel tofrom china or quarantine those coming from china or anything,quarantine,3229409694,167,11919,0,0,TX,2021-01-06
76077,1346818130119712769,maybe this is how it works australia has quarantine for pets thats akin to a uyghur camp i expect they double down on this so if i have to get a jab to see my entire family again in my lifetime then i wont like it but ill get the jab family trumps a minor inconvenience,quarantine,2279740111,3157,4751,3,1,,2021-01-06
76517,1346825353210298371,in about 4 more hours pence will be doing what is required announce joe biden is our next president and telling trump see ya the mask less morons protesting are exposing our natl guard and police to covid dampen them down and reduce the spread with firehoses,mask,1041805620758708224,25,5028,0,0,,2021-01-06
76528,1346825335942377477,not a mask to be seen at the trump sore loser rally,mask,913084352,34,270,0,740,,2021-01-06
76567,1346825275946971139,dc officials had said they would not and are not enforcing dcs mask mandate at todays trump rally,mask,1306634745263149056,274,1155,0,4,,2021-01-06
76578,1346825249480966144,are you kidding the only republicans trump has been bad for are the professional gopers hes been great at exposing the wolves in sheeps clothing pretending to represent the interests of their constituents the mask is off there will be gop leaders with no followers,mask,831927537899073536,140,25033,0,97,,2021-01-06
76696,1346825064700895233,mr president trump are you sure that he did not take a vaccine with an aluminum foil administered by satellite or is there another wearing a mask and not personally how do we explain his strange silence and has legal validity,mask,3467330240,148,2643,0,0,,2021-01-06
76729,1346825001685708801,trump lost wear a mask shut up,mask,3387133467,34,2164,2,0,,2021-01-06
76875,1346824773196767234,well to be fair they also dress up as trump and go around crashing democratic events the mask on this guy is the only type of mask they wear this guy was part of the pb crew trying to shout out my congressman jim mcgovern amp more local dem candidates amp speakers back in october,mask,43433353,24642,247735,0,0,,2021-01-06
77012,1346824542510067713,good advice sunday my wife got exposed through interaction with a non mask wearing trump supporter testing underway,mask,904296230192381952,4029,42582,1,0,,2021-01-06
77061,1346824463816409088,trump has 350000 deaths on his hands lied about the virus tried to lead a coup to overthrow the republic put kids in cages made wearing a mask during a plague political amp didnt wear one superspreader,mask,256318016,467,19466,1,0,CO,2021-01-06
77178,1346824245071015941,emphasis enhancement trump lost biden won wear a mask shut the fuck up yeah more appropriate,mask,983809428,306,8532,7,2,,2021-01-06
77182,1346824238246801408,three protests seem to be converging at the state capitol 1 antimasklockdown 2 antivaxx and 3 protrump,mask,27085484,5041,8953,1,0,CT,2021-01-06
77183,1346824237026340865,not a single mask in that crowd all i see is a sea covid naysayers about to lose their ability to breathe in roughly two weeks trumpcult,mask,39932986,58,2882,0,0,NY,2021-01-06
77211,1346824194143768576,the amount of trump supporters on the metro that arent wearing a mask is absolutely disgusting,mask,595021825,3490,11086,1,0,DC,2021-01-06
77235,1346824151282180097,so a trumper walking around an airport with no mask sounds like a real winner,mask,2176433766,238,19136,0,0,,2021-01-06
77256,1346824116549128193,if youre going to be a republican be like mitt romney not the ignorant trump supporter harassing him with no mask,mask,629512521,3083,14250,1,0,,2021-01-06
77307,1346824041433354242,is donald trump using a turmeric mask look at the difference with his hands,mask,1251603769445560320,224,10049,2,0,,2021-01-06
77326,1346823994645819392,a wedding trump hotel dc hosted on labor day weekend appeared to violate dcs mask order also the groom is a us army soldier meaning the commanderinchiefs businesses benefited financially from a member of the us armed forces again via,mask,165793361,2218,806018,0,26,,2021-01-06
77332,1346823989902139392,jan 20th cannot get here fast enough we need to find peace and work together not this bullshit trumpees are doing to our nation and constitution with anger and hate mask up please,mask,1346821774521094146,0,18,0,0,,2021-01-06
77411,1346823844171014147,thats nice trump will be spreading the virus at his rally today with his non mask wearing followers start there,mask,1328501862354587650,0,178,0,0,,2021-01-06
77452,1346823771403927552,why is it that every person that hates trump all look like comic book character in their pics with face mask glasses the camera does not have covid i think your gonna be ok for a selfie champ,mask,1260082172381151232,10,358,2,0,,2021-01-06
77559,1346823570865975298,if youre still a republican you can blame whats happened over the last year last night on trump i believe if he would have promoted wearing a mask in the spring america would have way fewer dead people and a republican controlled senate he may have even won again loser,mask,1394938777,1447,44580,27,0,IL,2021-01-06
77642,1346823449742880770,its clear you have worked tirelessly to defend the constitution and bring us out of this dark dark capsule in time everything trump touches turns to shit now we must crush this virus please wear a mask thank you mark e elias,mask,2499399432,507,46172,0,0,USA,2021-01-06
77658,1346823396043223041,trump is profoundly unwise and very unteachable even after scientists tried to educate him he still refused to wear a mask and hosted super spreader events so he lost millions of supporters who then voted for biden they just couldnt vote for a dumb reckless president,mask,965384102,7,204,0,0,IL,2021-01-06
77700,1346823302707351559,trump supporters without mask and no social distancing is a disgusting sight thats become to normal are these racist bitches playing michael jackson at their rally lmao,mask,3061837350,274,15453,0,0,,2021-01-06
77756,1346823200873836545,for being in airport without a mask on she should have been removed from the airport for first amendment insulting senator romney with her ignorance she is now getting tweeted about so we know how foolish lame trumpers really are i want them exposed not hide them,mask,1345351490479796225,19,682,0,0,,2021-01-06
77854,1346823036981440515,karen without a mask moron trumper its basic math,mask,424929677,1955,3242,0,0,NH,2021-01-06
77885,1346822974364651520,here we go them stupid trump supporters in dc all protesting big gathering no masks no social distancing smh protest all you want but mask up idiots,mask,1310663423643049984,184,703,2,0,NY,2021-01-06
78026,1346822753505034242,this is stupid how about get them vaccinated wear a gd mask and give them the pay they deserve its like that dumbass flyover trump did,mask,1142517743658373120,24,3730,0,0,WI,2021-01-06
78174,1346822507966427138,look all im saying is that i saw a guy wearing a trump 2020 mask who literally couldnt figure out a self checkout stand works,mask,753575801048604672,43,630,1,0,,2021-01-06
78201,1346822460298166272,it is so heartbreaking for me to turn on the tv and see americans organizing to support trump in protest today in dc with most not wearing masks hard to watch them drinking the koolaid its ok to protest thats our right but dont be stupid put a mask on wash your hands,mask,1223620857009987584,7,11933,5,1,,2021-01-06
78247,1346822381604663304,trump allows gathering no mask no 6ft no sense how this hate spreading man was not impeached we impeached presidents for less his main concern is himself not those attending wake up people,mask,1077312052023181312,10,833,0,0,NJ,2021-01-06
78383,1346822132710387712,if trump had only worn a maga mask in the summer then he could have won,mask,21146043,31707,195545,0,0,,2021-01-06
78403,1346822089618157569,there needs to be a massive classaction lawsuit against the trump administration and fox news for downplaying the virus and discouraging maskwearing they have caused thousands of deaths is anyone pursuing this,mask,22271259,5645,11022,0,2,PA,2021-01-06
78819,1346821293337841669,tonight will be the first night that i go to sleep without fear for tomorrow and every tomorrow after that it is been one really bad fucking 11 months and right now at this moment i feel hopeful up early to fight trumps virus wear a mask a blue one,mask,1113196352404545536,73,10407,0,81,AZ,2021-01-06
78997,1346820973765525504,classic liberaldunce mask on in piccheck bio has bs ab ending racismcheck trumps responsible4covidcheck obsessive white guiltcheck aggressively proabortion check obese and proudcheck less than 15 followerscheck responds w gif when correctedcheck what a,mask,1114088029923233792,2900,1414,5,2,USA,2021-01-06
79005,1346820963116199936,not usa but because of you guys holding these trump rallys and anti mask rallys please just stay at home im begging all of you and do it for every kids dreams,mask,1346819643219079168,0,2,0,0,,2021-01-06
79037,1346820911022833666,when you tell a trumper to put on a mask he fetches his klan robes,mask,3687793153,274,89474,0,1077,,2021-01-06
79075,1346820852537585665,all i can focus on is on is not one of these fuckers is wearing a mask trump trash,mask,1184810750361120768,4,68,0,0,,2021-01-06
79157,1346820727652147203,no mask for the idiot who failed to understand that all senators swear to protect and defend the constitution of the united states not trump not the gop and not conservatism your husband took that same oath you and your ilk violate that mandate,mask,1057334621602492417,226,14985,1,0,,2021-01-06
79506,1346820141930188800,the complaint came from sr omari hardy fl88 whose asking the county2fine trump clubamptemporarily shut it down in a letter2the county hardy wrote that maralago is a club a club is a business businesses must comply with pbc mask order,mask,38639718,2136,285005,0,0,,2021-01-06
79576,1346820025873801217,if 30000 do show up for trumps last gasp save america march in dc it could be a coronavirus super spreader since there appear to be few maskwearers trumptreason trumpisacriminal,mask,1392288020,1447,11252,1,0,,2021-01-06
79701,1346819826392715266,they will probably do awful things like send out 2000 dollar stimulus cheques to struggling americans and ask people to wear a mask and stop 4000 people from dying every day so the country can get back to workeverything trump supporting morons will hateenjoy,mask,3620339183,85,13602,0,0,,2021-01-06
